patient_id,patient_name,aadhaar_number,age,blood_pressure,heart_rate,oxygen_saturation,blood_sugar,bmi,hemoglobin,platelets,doctor_notes,risk_level
P-10015,Patient_15,3116-6779-7166,39,122,79,92.3,177,20.5,15.8,371097,"Patient Name: Patient_15, Aadhaar: 3116-6779-7166. Complaining of acute chest pain and dyspnea. Dr. Sharma attending.",1
P-10016,Patient_16,1814-1345-9554,44,147,95,95.7,236,20.9,13.4,355244,"Patient Name: Patient_16, Aadhaar: 1814-1345-9554. Routine health checkup. Vitals within normal limits. Dr. Gupta attending.",1
P-10017,Patient_17,3443-8783-1984,84,111,78,96.3,160,20.7,13.8,269735,"Patient Name: Patient_17, Aadhaar: 3443-8783-1984. Admitted with elevated blood pressure and severe fatigue. Dr. Patel attending.",0
P-10018,Patient_18,8790-1827-4531,73,138,85,94.3,159,28.4,13.0,305683,"Patient Name: Patient_18, Aadhaar: 8790-1827-4531. Follow-up consultation for type-2 diabetes management. Dr. Rao attending.",1
P-10019,Patient_19,8147-5451-4876,38,148,62,96.7,88,21.3,14.3,257971,"Patient Name: Patient_19, Aadhaar: 8147-5451-4876. Mild fever and body ache observed. Prescribed antipyretics. Dr. Singh attending.",1
P-10020,Patient_20,6959-1126-4177,64,131,78,92.2,108,23.9,11.9,162149,"Patient Name: Patient_20, Aadhaar: 6959-1126-4177. Complaining of acute chest pain and dyspnea. Dr. Sharma attending.",1
P-10021,Patient_21,9795-7024-6109,76,149,79,92.3,195,32.4,13.2,388976,"Patient Name: Patient_21, Aadhaar: 9795-7024-6109. Routine health checkup. Vitals within normal limits. Dr. Gupta attending.",1
P-10022,Patient_22,5146-8196-4368,23,104,91,98.5,210,25.8,16.3,192668,"Patient Name: Patient_22, Aadhaar: 5146-8196-4368. Admitted with elevated blood pressure and severe fatigue. Dr. Patel attending.",1
P-10023,Patient_23,4797-2792-6732,36,151,66,94.8,195,28.8,12.4,238204,"Patient Name: Patient_23, Aadhaar: 4797-2792-6732. Follow-up consultation for type-2 diabetes management. Dr. Rao attending.",1
P-10024,Patient_24,4476-4417-2645,74,151,100,93.0,127,21.2,14.6,361830,"Patient Name: Patient_24, Aadhaar: 4476-4417-2645. Mild fever and body ache observed. Prescribed antipyretics. Dr. Singh attending.",1
P-10025,Patient_25,4030-3872-4072,20,136,92,96.1,217,21.5,12.8,346501,"Patient Name: Patient_25, Aadhaar: 4030-3872-4072. Complaining of acute chest pain and dyspnea. Dr. Sharma attending.",1
P-10026,Patient_26,2854-5021-5662,18,151,99,98.1,130,19.1,15.3,315140,"Patient Name: Patient_26, Aadhaar: 2854-5021-5662. Routine health checkup. Vitals within normal limits. Dr. Gupta attending.",1
P-10027,Patient_27,7514-6031-3708,75,140,98,93.7,196,21.1,11.7,369861,"Patient Name: Patient_27, Aadhaar: 7514-6031-3708. Admitted with elevated blood pressure and severe fatigue. Dr. Patel attending.",1
P-10028,Patient_28,8112-9393-4507,55,144,77,96.9,174,22.8,16.3,290507,"Patient Name: Patient_28, Aadhaar: 8112-9393-4507. Follow-up consultation for type-2 diabetes management. Dr. Rao attending.",1
P-10029,Patient_29,7456-5212-8970,32,153,99,92.7,236,21.2,13.5,375160,"Patient Name: Patient_29, Aadhaar: 7456-5212-8970. Mild fever and body ache observed. Prescribed antipyretics. Dr. Singh attending.",1
P-10030,Patient_30,9766-1536-2625,51,92,60,92.4,70,19.9,12.3,333321,"Patient Name: Patient_30, Aadhaar: 9766-1536-2625. Complaining of acute chest pain and dyspnea. Dr. Sharma attending.",1
P-10031,Patient_31,8973-9577-9070,78,140,70,96.2,200,20.4,11.4,187384,"Patient Name: Patient_31, Aadhaar: 8973-9577-9070. Routine health checkup. Vitals within normal limits. Dr. Gupta attending.",1
P-10032,Patient_32,9666-9609-7490,52,96,87,96.3,161,25.6,11.9,231929,"Patient Name: Patient_32, Aadhaar: 9666-9609-7490. Admitted with elevated blood pressure and severe fatigue. Dr. Patel attending.",1
P-10033,Patient_33,4600-7783-5971,81,110,84,97.0,182,21.7,13.9,226153,"Patient Name: Patient_33, Aadhaar: 4600-7783-5971. Follow-up consultation for type-2 diabetes management. Dr. Rao attending.",1
P-10034,Patient_34,2205-2990-6299,42,128,109,97.7,222,24.1,12.9,385128,"Patient Name: Patient_34, Aadhaar: 2205-2990-6299. Mild fever and body ache observed. Prescribed antipyretics. Dr. Singh attending.",1
P-10035,Patient_35,4572-6975-7320,41,107,82,99.7,125,26.3,15.6,225388,"Patient Name: Patient_35, Aadhaar: 4572-6975-7320. Complaining of acute chest pain and dyspnea. Dr. Sharma attending.",0
P-10036,Patient_36,5380-5757-3713,29,93,90,96.1,230,29.2,13.4,181401,"Patient Name: Patient_36, Aadhaar: 5380-5757-3713. Routine health checkup. Vitals within normal limits. Dr. Gupta attending.",1
P-10037,Patient_37,6588-1966-5944,35,149,89,94.6,235,19.1,12.4,352903,"Patient Name: Patient_37, Aadhaar: 6588-1966-5944. Admitted with elevated blood pressure and severe fatigue. Dr. Patel attending.",1
P-10038,Patient_38,4432-1688-5243,32,103,101,98.3,186,30.9,14.4,269503,"Patient Name: Patient_38, Aadhaar: 4432-1688-5243. Follow-up consultation for type-2 diabetes management. Dr. Rao attending.",1
P-10039,Patient_39,4701-9533-6182,44,98,94,94.1,203,28.2,14.9,382601,"Patient Name: Patient_39, Aadhaar: 4701-9533-6182. Mild fever and body ache observed. Prescribed antipyretics. Dr. Singh attending.",1
P-10040,Patient_40,7704-5422-2759,77,142,66,95.5,127,19.8,11.9,277834,"Patient Name: Patient_40, Aadhaar: 7704-5422-2759. Complaining of acute chest pain and dyspnea. Dr. Sharma attending.",1
P-10041,Patient_41,3482-9058-1951,63,91,75,92.6,113,32.0,11.9,184084,"Patient Name: Patient_41, Aadhaar: 3482-9058-1951. Routine health checkup. Vitals within normal limits. Dr. Gupta attending.",1
P-10042,Patient_42,9914-3079-3717,34,149,85,92.2,229,32.8,11.2,401459,"Patient Name: Patient_42, Aadhaar: 9914-3079-3717. Admitted with elevated blood pressure and severe fatigue. Dr. Patel attending.",1
P-10043,Patient_43,5524-9477-8311,70,133,107,99.6,130,19.4,15.1,260641,"Patient Name: Patient_43, Aadhaar: 5524-9477-8311. Follow-up consultation for type-2 diabetes management. Dr. Rao attending.",0
P-10044,Patient_44,8186-3065-1768,25,97,108,98.6,116,22.8,14.7,255111,"Patient Name: Patient_44, Aadhaar: 8186-3065-1768. Mild fever and body ache observed. Prescribed antipyretics. Dr. Singh attending.",0
P-10045,Patient_45,6490-7645-6083,44,136,61,97.5,218,31.0,13.6,288299,"Patient Name: Patient_45, Aadhaar: 6490-7645-6083. Complaining of acute chest pain and dyspnea. Dr. Sharma attending.",1
P-10046,Patient_46,6232-6797-5926,63,124,60,95.2,149,30.1,15.6,312982,"Patient Name: Patient_46, Aadhaar: 6232-6797-5926. Routine health checkup. Vitals within normal limits. Dr. Gupta attending.",1
P-10047,Patient_47,7016-4335-9038,67,125,107,93.4,187,21.4,15.4,448185,"Patient Name: Patient_47, Aadhaar: 7016-4335-9038. Admitted with elevated blood pressure and severe fatigue. Dr. Patel attending.",1
P-10048,Patient_48,5873-2481-7305,20,139,71,93.2,233,21.7,14.2,384386,"Patient Name: Patient_48, Aadhaar: 5873-2481-7305. Follow-up consultation for type-2 diabetes management. Dr. Rao attending.",1
P-10049,Patient_49,4451-1054-8643,81,93,64,94.0,216,24.2,15.8,346553,"Patient Name: Patient_49, Aadhaar: 4451-1054-8643. Mild fever and body ache observed. Prescribed antipyretics. Dr. Singh attending.",1
P-10050,Patient_50,4462-1832-6954,61,91,96,96.3,89,26.0,12.1,410337,"Patient Name: Patient_50, Aadhaar: 4462-1832-6954. Complaining of acute chest pain and dyspnea. Dr. Sharma attending.",0
P-10051,Patient_51,9519-8221-4310,70,95,91,97.6,215,28.1,11.6,277556,"Patient Name: Patient_51, Aadhaar: 9519-8221-4310. Routine health checkup. Vitals within normal limits. Dr. Gupta attending.",1
P-10052,Patient_52,4300-7722-8218,41,143,68,97.2,116,24.2,12.5,345246,"Patient Name: Patient_52, Aadhaar: 4300-7722-8218. Admitted with elevated blood pressure and severe fatigue. Dr. Patel attending.",1
P-10053,Patient_53,8776-4675-4054,77,93,100,94.2,118,25.7,11.3,176160,"Patient Name: Patient_53, Aadhaar: 8776-4675-4054. Follow-up consultation for type-2 diabetes management. Dr. Rao attending.",1
P-10054,Patient_54,8970-3143-6207,20,143,94,99.5,83,30.1,13.9,396242,"Patient Name: Patient_54, Aadhaar: 8970-3143-6207. Mild fever and body ache observed. Prescribed antipyretics. Dr. Singh attending.",1
P-10055,Patient_55,3538-5547-6619,37,152,78,97.8,212,19.1,16.2,167633,"Patient Name: Patient_55, Aadhaar: 3538-5547-6619. Complaining of acute chest pain and dyspnea. Dr. Sharma attending.",1
P-10056,Patient_56,9356-7612-6005,63,107,107,96.4,228,22.4,11.2,429158,"Patient Name: Patient_56, Aadhaar: 9356-7612-6005. Routine health checkup. Vitals within normal limits. Dr. Gupta attending.",1
P-10057,Patient_57,1822-1943-7150,32,133,75,96.8,70,29.6,11.7,199104,"Patient Name: Patient_57, Aadhaar: 1822-1943-7150. Admitted with elevated blood pressure and severe fatigue. Dr. Patel attending.",0
P-10058,Patient_58,5425-9966-3198,42,123,62,95.3,186,32.4,13.5,218388,"Patient Name: Patient_58, Aadhaar: 5425-9966-3198. Follow-up consultation for type-2 diabetes management. Dr. Rao attending.",1
P-10059,Patient_59,5242-4695-4452,34,151,79,94.0,123,26.4,16.1,166014,"Patient Name: Patient_59, Aadhaar: 5242-4695-4452. Mild fever and body ache observed. Prescribed antipyretics. Dr. Singh attending.",1
P-10060,Patient_60,2308-5177-9705,26,103,83,94.8,187,26.7,12.7,242578,"Patient Name: Patient_60, Aadhaar: 2308-5177-9705. Complaining of acute chest pain and dyspnea. Dr. Sharma attending.",1
P-10061,Patient_61,7852-7035-4594,55,137,92,98.0,72,20.2,13.8,314827,"Patient Name: Patient_61, Aadhaar: 7852-7035-4594. Routine health checkup. Vitals within normal limits. Dr. Gupta attending.",1
P-10062,Patient_62,5841-2409-5566,65,104,83,92.1,213,25.4,11.2,190390,"Patient Name: Patient_62, Aadhaar: 5841-2409-5566. Admitted with elevated blood pressure and severe fatigue. Dr. Patel attending.",1
P-10063,Patient_63,5491-2555-1804,77,151,70,92.9,81,26.8,11.8,435855,"Patient Name: Patient_63, Aadhaar: 5491-2555-1804. Follow-up consultation for type-2 diabetes management. Dr. Rao attending.",1
P-10064,Patient_64,2279-8083-6986,80,129,108,92.4,143,22.3,16.4,241658,"Patient Name: Patient_64, Aadhaar: 2279-8083-6986. Mild fever and body ache observed. Prescribed antipyretics. Dr. Singh attending.",1
P-10065,Patient_65,6619-2387-3679,19,142,67,92.3,85,22.7,16.3,207993,"Patient Name: Patient_65, Aadhaar: 6619-2387-3679. Complaining of acute chest pain and dyspnea. Dr. Sharma attending.",1
P-10066,Patient_66,3106-9173-5223,28,113,95,98.8,171,24.3,11.0,355768,"Patient Name: Patient_66, Aadhaar: 3106-9173-5223. Routine health checkup. Vitals within normal limits. Dr. Gupta attending.",1
P-10067,Patient_67,5831-3768-4186,81,115,97,97.6,221,18.8,16.2,308285,"Patient Name: Patient_67, Aadhaar: 5831-3768-4186. Admitted with elevated blood pressure and severe fatigue. Dr. Patel attending.",1
P-10068,Patient_68,3573-3599-5033,38,149,99,95.7,225,23.5,14.5,396860,"Patient Name: Patient_68, Aadhaar: 3573-3599-5033. Follow-up consultation for type-2 diabetes management. Dr. Rao attending.",1
P-10069,Patient_69,9428-2304-8368,35,130,79,92.8,186,21.8,15.8,419565,"Patient Name: Patient_69, Aadhaar: 9428-2304-8368. Mild fever and body ache observed. Prescribed antipyretics. Dr. Singh attending.",1
P-10070,Patient_70,6877-2301-3541,81,118,94,95.9,77,23.6,13.5,368008,"Patient Name: Patient_70, Aadhaar: 6877-2301-3541. Complaining of acute chest pain and dyspnea. Dr. Sharma attending.",0
P-10071,Patient_71,3051-7809-9633,55,104,107,95.7,191,20.4,13.8,167727,"Patient Name: Patient_71, Aadhaar: 3051-7809-9633. Routine health checkup. Vitals within normal limits. Dr. Gupta attending.",1
P-10072,Patient_72,9996-1074-7981,49,134,84,93.4,161,32.3,13.7,154358,"Patient Name: Patient_72, Aadhaar: 9996-1074-7981. Admitted with elevated blood pressure and severe fatigue. Dr. Patel attending.",1
P-10073,Patient_73,6475-9232-8184,28,154,94,95.4,233,27.7,14.7,407681,"Patient Name: Patient_73, Aadhaar: 6475-9232-8184. Follow-up consultation for type-2 diabetes management. Dr. Rao attending.",1
P-10074,Patient_74,6796-8141-2622,62,98,84,95.1,159,29.0,11.8,244018,"Patient Name: Patient_74, Aadhaar: 6796-8141-2622. Mild fever and body ache observed. Prescribed antipyretics. Dr. Singh attending.",0
P-10075,Patient_75,9041-1341-3074,50,90,88,96.9,205,30.7,11.2,444054,"Patient Name: Patient_75, Aadhaar: 9041-1341-3074. Complaining of acute chest pain and dyspnea. Dr. Sharma attending.",1
P-10076,Patient_76,8992-1645-5263,58,97,77,97.0,129,26.2,12.7,276888,"Patient Name: Patient_76, Aadhaar: 8992-1645-5263. Routine health checkup. Vitals within normal limits. Dr. Gupta attending.",0
P-10077,Patient_77,9801-7136-9646,25,152,105,92.4,97,19.8,14.9,379104,"Patient Name: Patient_77, Aadhaar: 9801-7136-9646. Admitted with elevated blood pressure and severe fatigue. Dr. Patel attending.",1
P-10078,Patient_78,3969-4028-8643,28,100,77,95.0,170,26.8,12.1,343510,"Patient Name: Patient_78, Aadhaar: 3969-4028-8643. Follow-up consultation for type-2 diabetes management. Dr. Rao attending.",1
P-10079,Patient_79,3681-4629-5225,68,97,61,96.9,110,27.6,14.7,259847,"Patient Name: Patient_79, Aadhaar: 3681-4629-5225. Mild fever and body ache observed. Prescribed antipyretics. Dr. Singh attending.",0
P-10080,Patient_80,4067-6941-2386,58,124,94,96.0,224,30.1,16.3,446037,"Patient Name: Patient_80, Aadhaar: 4067-6941-2386. Complaining of acute chest pain and dyspnea. Dr. Sharma attending.",1
P-10081,Patient_81,3866-5788-6490,34,124,75,98.8,214,25.2,11.5,226329,"Patient Name: Patient_81, Aadhaar: 3866-5788-6490. Routine health checkup. Vitals within normal limits. Dr. Gupta attending.",1
P-10082,Patient_82,5124-9340-4850,63,122,100,97.2,230,20.5,14.7,181007,"Patient Name: Patient_82, Aadhaar: 5124-9340-4850. Admitted with elevated blood pressure and severe fatigue. Dr. Patel attending.",1
P-10083,Patient_83,6415-8679-7819,49,94,95,93.3,226,22.9,13.4,320604,"Patient Name: Patient_83, Aadhaar: 6415-8679-7819. Follow-up consultation for type-2 diabetes management. Dr. Rao attending.",1
P-10084,Patient_84,9378-2333-5150,71,130,92,92.6,210,24.1,15.8,162323,"Patient Name: Patient_84, Aadhaar: 9378-2333-5150. Mild fever and body ache observed. Prescribed antipyretics. Dr. Singh attending.",1
P-10085,Patient_85,7766-3711-5853,37,117,63,97.1,115,28.5,12.0,262356,"Patient Name: Patient_85, Aadhaar: 7766-3711-5853. Complaining of acute chest pain and dyspnea. Dr. Sharma attending.",0
P-10086,Patient_86,7212-8479-6408,50,96,92,92.2,104,27.3,14.8,260944,"Patient Name: Patient_86, Aadhaar: 7212-8479-6408. Routine health checkup. Vitals within normal limits. Dr. Gupta attending.",1
P-10087,Patient_87,8715-9942-2762,57,101,73,96.6,203,24.0,15.6,354451,"Patient Name: Patient_87, Aadhaar: 8715-9942-2762. Admitted with elevated blood pressure and severe fatigue. Dr. Patel attending.",1
P-10088,Patient_88,8101-8674-7122,49,123,80,99.4,151,33.8,16.2,428600,"Patient Name: Patient_88, Aadhaar: 8101-8674-7122. Follow-up consultation for type-2 diabetes management. Dr. Rao attending.",1
P-10089,Patient_89,1481-1153-8617,19,122,107,96.5,184,27.9,14.8,181367,"Patient Name: Patient_89, Aadhaar: 1481-1153-8617. Mild fever and body ache observed. Prescribed antipyretics. Dr. Singh attending.",1
P-10090,Patient_90,2524-3120-3343,50,137,79,95.1,116,22.2,13.7,204624,"Patient Name: Patient_90, Aadhaar: 2524-3120-3343. Complaining of acute chest pain and dyspnea. Dr. Sharma attending.",1
P-10091,Patient_91,6136-6760-2240,47,112,67,97.1,222,20.1,14.4,384565,"Patient Name: Patient_91, Aadhaar: 6136-6760-2240. Routine health checkup. Vitals within normal limits. Dr. Gupta attending.",1
P-10092,Patient_92,1060-2639-7185,50,151,66,95.6,79,20.9,15.8,218008,"Patient Name: Patient_92, Aadhaar: 1060-2639-7185. Admitted with elevated blood pressure and severe fatigue. Dr. Patel attending.",1
P-10093,Patient_93,8970-2252-5203,43,126,62,96.3,125,22.3,14.1,266492,"Patient Name: Patient_93, Aadhaar: 8970-2252-5203. Follow-up consultation for type-2 diabetes management. Dr. Rao attending.",0
P-10094,Patient_94,9363-4549-5197,39,133,76,99.4,99,21.0,11.2,222240,"Patient Name: Patient_94, Aadhaar: 9363-4549-5197. Mild fever and body ache observed. Prescribed antipyretics. Dr. Singh attending.",0
P-10095,Patient_95,8009-7667-3322,83,124,92,95.1,178,21.4,16.1,351659,"Patient Name: Patient_95, Aadhaar: 8009-7667-3322. Complaining of acute chest pain and dyspnea. Dr. Sharma attending.",1
P-10096,Patient_96,5090-7960-4004,55,154,107,99.6,74,22.9,14.8,422900,"Patient Name: Patient_96, Aadhaar: 5090-7960-4004. Routine health checkup. Vitals within normal limits. Dr. Gupta attending.",1
P-10097,Patient_97,6136-1329-4640,63,136,71,99.2,188,21.2,14.7,448522,"Patient Name: Patient_97, Aadhaar: 6136-1329-4640. Admitted with elevated blood pressure and severe fatigue. Dr. Patel attending.",1
P-10098,Patient_98,8982-5107-2341,32,92,81,93.5,102,32.4,12.2,285327,"Patient Name: Patient_98, Aadhaar: 8982-5107-2341. Follow-up consultation for type-2 diabetes management. Dr. Rao attending.",1
P-10099,Patient_99,9407-1338-6895,61,90,81,92.5,187,19.7,14.6,275703,"Patient Name: Patient_99, Aadhaar: 9407-1338-6895. Mild fever and body ache observed. Prescribed antipyretics. Dr. Singh attending.",1
P-10100,Patient_100,3708-2750-6604,66,94,105,92.8,134,26.6,13.2,315575,"Patient Name: Patient_100, Aadhaar: 3708-2750-6604. Complaining of acute chest pain and dyspnea. Dr. Sharma attending.",1
P-10101,Patient_101,3421-8119-9901,78,103,89,92.1,215,24.9,14.6,224069,"Patient Name: Patient_101, Aadhaar: 3421-8119-9901. Routine health checkup. Vitals within normal limits. Dr. Gupta attending.",1
P-10102,Patient_102,6319-7609-6387,84,116,97,92.7,80,33.7,11.6,379189,"Patient Name: Patient_102, Aadhaar: 6319-7609-6387. Admitted with elevated blood pressure and severe fatigue. Dr. Patel attending.",1
P-10103,Patient_103,4993-9680-9044,23,98,97,97.4,154,20.2,14.6,401051,"Patient Name: Patient_103, Aadhaar: 4993-9680-9044. Follow-up consultation for type-2 diabetes management. Dr. Rao attending.",0
P-10104,Patient_104,9238-5873-5806,26,104,104,92.6,95,24.7,16.5,275541,"Patient Name: Patient_104, Aadhaar: 9238-5873-5806. Mild fever and body ache observed. Prescribed antipyretics. Dr. Singh attending.",1
P-10105,Patient_105,9592-6913-8124,23,131,67,94.5,132,33.5,11.3,339648,"Patient Name: Patient_105, Aadhaar: 9592-6913-8124. Complaining of acute chest pain and dyspnea. Dr. Sharma attending.",1
P-10106,Patient_106,4157-1390-5430,49,140,86,98.7,155,31.9,16.4,406353,"Patient Name: Patient_106, Aadhaar: 4157-1390-5430. Routine health checkup. Vitals within normal limits. Dr. Gupta attending.",1
P-10107,Patient_107,9820-8686-5232,58,152,86,92.2,128,31.2,13.2,421830,"Patient Name: Patient_107, Aadhaar: 9820-8686-5232. Admitted with elevated blood pressure and severe fatigue. Dr. Patel attending.",1
P-10108,Patient_108,9007-2521-2500,25,141,93,98.4,96,22.5,15.8,281733,"Patient Name: Patient_108, Aadhaar: 9007-2521-2500. Follow-up consultation for type-2 diabetes management. Dr. Rao attending.",1
P-10109,Patient_109,7737-4294-6085,67,93,80,94.2,230,21.1,15.3,325915,"Patient Name: Patient_109, Aadhaar: 7737-4294-6085. Mild fever and body ache observed. Prescribed antipyretics. Dr. Singh attending.",1
P-10110,Patient_110,3419-4042-5497,79,112,89,92.9,167,28.9,14.1,245673,"Patient Name: Patient_110, Aadhaar: 3419-4042-5497. Complaining of acute chest pain and dyspnea. Dr. Sharma attending.",1
P-10111,Patient_111,2466-4561-1614,79,104,92,97.5,174,32.9,15.1,192828,"Patient Name: Patient_111, Aadhaar: 2466-4561-1614. Routine health checkup. Vitals within normal limits. Dr. Gupta attending.",1
P-10112,Patient_112,6392-8693-4223,24,132,87,97.0,168,27.1,15.8,422670,"Patient Name: Patient_112, Aadhaar: 6392-8693-4223. Admitted with elevated blood pressure and severe fatigue. Dr. Patel attending.",1
P-10113,Patient_113,8138-3667-8980,21,118,106,98.9,198,27.4,13.2,175592,"Patient Name: Patient_113, Aadhaar: 8138-3667-8980. Follow-up consultation for type-2 diabetes management. Dr. Rao attending.",1
P-10114,Patient_114,1130-3983-5278,23,125,92,97.8,218,22.8,12.8,441126,"Patient Name: Patient_114, Aadhaar: 1130-3983-5278. Mild fever and body ache observed. Prescribed antipyretics. Dr. Singh attending.",1
P-10115,Patient_115,8126-9230-8694,75,102,64,98.3,124,30.4,14.7,412351,"Patient Name: Patient_115, Aadhaar: 8126-9230-8694. Complaining of acute chest pain and dyspnea. Dr. Sharma attending.",1
P-10116,Patient_116,7640-6468-1920,39,121,107,94.2,75,21.4,15.4,382041,"Patient Name: Patient_116, Aadhaar: 7640-6468-1920. Routine health checkup. Vitals within normal limits. Dr. Gupta attending.",1
P-10117,Patient_117,8564-9684-9502,43,148,78,93.4,164,23.5,15.2,380008,"Patient Name: Patient_117, Aadhaar: 8564-9684-9502. Admitted with elevated blood pressure and severe fatigue. Dr. Patel attending.",1
P-10118,Patient_118,9930-4241-1545,20,117,63,97.9,202,25.1,15.4,274982,"Patient Name: Patient_118, Aadhaar: 9930-4241-1545. Follow-up consultation for type-2 diabetes management. Dr. Rao attending.",1
P-10119,Patient_119,5346-4810-8206,58,155,94,98.4,171,26.4,13.4,406911,"Patient Name: Patient_119, Aadhaar: 5346-4810-8206. Mild fever and body ache observed. Prescribed antipyretics. Dr. Singh attending.",1
P-10120,Patient_120,3032-9436-1271,77,131,108,99.8,72,22.3,15.5,218619,"Patient Name: Patient_120, Aadhaar: 3032-9436-1271. Complaining of acute chest pain and dyspnea. Dr. Sharma attending.",0
P-10121,Patient_121,4511-2771-5361,31,134,76,95.3,92,20.3,11.7,310400,"Patient Name: Patient_121, Aadhaar: 4511-2771-5361. Routine health checkup. Vitals within normal limits. Dr. Gupta attending.",0
P-10122,Patient_122,8069-1920-9190,29,151,103,94.9,122,28.0,14.0,301175,"Patient Name: Patient_122, Aadhaar: 8069-1920-9190. Admitted with elevated blood pressure and severe fatigue. Dr. Patel attending.",1
P-10123,Patient_123,4430-5435-4760,29,146,87,98.1,234,23.0,11.0,320963,"Patient Name: Patient_123, Aadhaar: 4430-5435-4760. Follow-up consultation for type-2 diabetes management. Dr. Rao attending.",1
P-10124,Patient_124,3050-2165-9567,30,95,89,94.7,152,27.5,12.8,291826,"Patient Name: Patient_124, Aadhaar: 3050-2165-9567. Mild fever and body ache observed. Prescribed antipyretics. Dr. Singh attending.",1
P-10125,Patient_125,3033-7467-1145,42,117,88,99.4,214,20.9,13.0,381055,"Patient Name: Patient_125, Aadhaar: 3033-7467-1145. Complaining of acute chest pain and dyspnea. Dr. Sharma attending.",1
P-10126,Patient_126,5388-8832-9623,62,117,105,98.8,154,26.0,13.2,248540,"Patient Name: Patient_126, Aadhaar: 5388-8832-9623. Routine health checkup. Vitals within normal limits. Dr. Gupta attending.",0
P-10127,Patient_127,9896-9173-3632,36,133,65,95.4,147,26.8,14.8,252747,"Patient Name: Patient_127, Aadhaar: 9896-9173-3632. Admitted with elevated blood pressure and severe fatigue. Dr. Patel attending.",0
P-10128,Patient_128,5494-9056-8511,72,119,94,97.9,179,19.3,13.1,336994,"Patient Name: Patient_128, Aadhaar: 5494-9056-8511. Follow-up consultation for type-2 diabetes management. Dr. Rao attending.",1
P-10129,Patient_129,2828-5805-1806,62,151,100,98.0,70,23.7,13.5,179301,"Patient Name: Patient_129, Aadhaar: 2828-5805-1806. Mild fever and body ache observed. Prescribed antipyretics. Dr. Singh attending.",1
